<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
07.11.2018;114320;114330;114260;114300
07.11.2018;114300;114310;114230;114240
07.11.2018;114240;114260;114210;114220
07.11.2018;114220;114230;114180;114200
07.11.2018;114200;114210;114090;114100
07.11.2018;114110;114150;114040;114100
07.11.2018;114090;114130;114070;114090
07.11.2018;114090;114170;114070;114160
07.11.2018;114160;114170;114100;114120
07.11.2018;114130;114180;114120;114160
07.11.2018;114160;114260;114160;114240
07.11.2018;114240;114290;114220;114250
07.11.2018;114240;114360;114220;114330
07.11.2018;114330;114350;114270;114280
07.11.2018;114280;114300;114250;114270
07.11.2018;114250;114310;114230;114270
07.11.2018;114280;114310;114270;114300
07.11.2018;114300;114320;114270;114290
07.11.2018;114280;114320;114260;114300
07.11.2018;114300;114390;114230;114380
07.11.2018;114370;114470;114370;114450
07.11.2018;114430;114480;114420;114440
07.11.2018;114430;114520;114420;114490
07.11.2018;114480;114540;114440;114500
07.11.2018;114500;114540;114470;114480
07.11.2018;114490;114500;114450;114450
07.11.2018;114480;114610;114480;114590
07.11.2018;114580;114620;114540;114570
07.11.2018;114590;114670;114550;114630
07.11.2018;114630;114670;114560;114570
07.11.2018;114580;114630;114560;114630
07.11.2018;114620;114690;114610;114660
07.11.2018;114670;114740;114670;114740
07.11.2018;114740;114820;114730;114730
07.11.2018;114730;114780;114680;114710
07.11.2018;114710;114740;114680;114690
07.11.2018;114690;114730;114680;114720
07.11.2018;114710;114730;114660;114680
07.11.2018;114680;114720;114670;114690
07.11.2018;114690;114720;114650;114650
07.11.2018;114650;114700;114630;114690
07.11.2018;114700;114770;114690;114720
07.11.2018;114720;114920;114710;114850
07.11.2018;114850;114860;114770;114830
07.11.2018;114830;114900;114820;114900
07.11.2018;114880;115050;114870;115010
07.11.2018;115000;115210;115000;115160
07.11.2018;115160;115240;115150;115200
07.11.2018;115200;115230;115100;115110
07.11.2018;115110;115140;115020;115040
07.11.2018;115040;115060;114990;115020
07.11.2018;115020;115070;114990;115050
07.11.2018;115050;115190;115050;115190
07.11.2018;115180;115220;115130;115200
07.11.2018;115210;115310;115210;115290
07.11.2018;115290;115300;115210;115230
07.11.2018;115220;115260;115180;115190
07.11.2018;115180;115220;115170;115190
07.11.2018;115200;115240;115160;115180
07.11.2018;115190;115200;115130;115160
07.11.2018;115160;115180;115130;115140
07.11.2018;115140;115210;115130;115190
07.11.2018;115190;115250;115170;115190
07.11.2018;115190;115190;115140;115160
07.11.2018;115170;115170;115090;115100
07.11.2018;115100;115130;115100;115130
07.11.2018;115130;115250;115120;115250
07.11.2018;115250;115350;115220;115310
07.11.2018;115310;115390;115280;115390
07.11.2018;115380;115460;115370;115380
07.11.2018;115390;115490;115380;115460
07.11.2018;115470;115700;115470;115570
07.11.2018;115590;115660;115550;115580
07.11.2018;115580;115620;115540;115560
07.11.2018;115560;115630;115560;115580
07.11.2018;115590;115610;115530;115530
07.11.2018;115540;115590;115530;115560
07.11.2018;115550;115570;115510;115530
07.11.2018;115540;115580;115530;115550
07.11.2018;115550;115570;115520;115550
07.11.2018;115550;115610;115540;115580
07.11.2018;115580;115590;115550;115570
07.11.2018;115560;115570;115530;115550
07.11.2018;115550;115580;115520;115540
07.11.2018;115550;115550;115460;115490
07.11.2018;115480;115510;115480;115500
07.11.2018;115510;115610;115510;115600
07.11.2018;115590;115690;115590;115620
07.11.2018;115620;115770;115620;115760
07.11.2018;115760;115810;115710;115750
07.11.2018;115750;115750;115690;115720
07.11.2018;115710;115720;115660;115680
07.11.2018;115680;115710;115640;115670
07.11.2018;115670;115750;115670;115740
07.11.2018;115740;115800;115710;115780
07.11.2018;115780;115830;115760;115820
07.11.2018;115820;115970;115820;115920
07.11.2018;115910;116150;115910;116060
07.11.2018;116070;116100;115990;116020
07.11.2018;116020;116030;115970;115980
07.11.2018;115980;116000;115920;115960
07.11.2018;115960;116000;115910;115950
07.11.2018;115940;115950;115890;115930
07.11.2018;115920;115990;115920;115940
07.11.2018;115930;116000;115920;115990
07.11.2018;115990;115990;115900;115910
07.11.2018;115910;115980;115900;115980
07.11.2018;115980;116020;115930;115980
07.11.2018;115990;116080;115980;116000
07.11.2018;115990;116000;115950;115960
07.11.2018;115970;116000;115930;115930
07.11.2018;115930;116060;115930;116050
07.11.2018;116060;116070;115970;116050
07.11.2018;116050;116250;116040;116120
07.11.2018;116140;116210;116080;116080
07.11.2018;116100;116160;116080;116120
07.11.2018;116120;116150;116090;116110
07.11.2018;116110;116160;116080;116080
07.11.2018;116090;116100;116050;116050
07.11.2018;116050;116140;116040;116120
07.11.2018;116120;116130;116030;116060
07.11.2018;116060;116120;116030;116050
07.11.2018;116040;116090;116000;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116060;116080;115980;115980
07.11.2018;115990;116000;115920;115920
07.11.2018;115930;116000;115920;115980
07.11.2018;115970;116010;115940;115990
07.11.2018;115990;116010;115960;115970
07.11.2018;115990;116010;115970;115990
07.11.2018;115990;116060;115980;116030
07.11.2018;116020;116060;115980;115990
07.11.2018;116000;116010;115930;115940
07.11.2018;115930;116030;115930;116010
07.11.2018;116010;116020;115990;116000
07.11.2018;116020;116090;116010;116080
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116090;115990;116070
07.11.2018;116070;116140;116070;116130
07.11.2018;116120;116150;116100;116120
07.11.2018;116130;116220;116130;116170
07.11.2018;116170;116220;116100;116100
07.11.2018;116100;116160;116100;116160
07.11.2018;116170;116190;116100;116110
07.11.2018;116120;116170;116110;116110
07.11.2018;116120;116130;116020;116060
07.11.2018;116070;116120;116060;116100
07.11.2018;116110;116180;116090;116150
07.11.2018;116150;116180;116140;116140
07.11.2018;116150;116170;116090;116090
07.11.2018;116090;116120;116060;116110
07.11.2018;116110;116160;116100;116130
07.11.2018;116130;116160;116090;116100
07.11.2018;116110;116130;116090;116110
07.11.2018;116100;116130;116100;116110
07.11.2018;116110;116160;116100;116110
07.11.2018;116110;116160;116090;116120
07.11.2018;116110;116180;116110;116160
07.11.2018;116150;116150;115960;116080
07.11.2018;116090;116320;116070;116230
07.11.2018;116220;116250;116190;116200
07.11.2018;116200;116220;116130;116150
07.11.2018;116150;116190;116120;116160
07.11.2018;116160;116190;116060;116080
07.11.2018;116060;116080;116010;116060
07.11.2018;116070;116090;116040;116090
07.11.2018;116090;116130;115990;116010
07.11.2018;116010;116070;116000;116040
07.11.2018;116040;116070;116020;116030
07.11.2018;116040;116070;116020;116030
07.11.2018;116030;116070;116010;116020
07.11.2018;116030;116040;115970;115990
07.11.2018;115990;116080;115960;116020
07.11.2018;116030;116040;116000;116040
07.11.2018;116040;116070;116020;116050
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116040;116020;116020
07.11.2018;116020;116060;116000;116040
07.11.2018;116040;116050;116000;116020
07.11.2018;116030;116040;115990;116000
07.11.2018;116000;116030;115980;116020
07.11.2018;116020;116050;116000;116040
07.11.2018;116030;116080;116030;116070
07.11.2018;116060;116080;116040;116070
07.11.2018;116070;116070;116040;116040
07.11.2018;116060;116060;116030;116040
07.11.2018;116050;116090;116050;116070
07.11.2018;116070;116120;116070;116090
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116000;115950;115990
07.11.2018;115990;116060;115990;116060
07.11.2018;116060;116060;116010;116040
07.11.2018;116040;116090;116030;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116090;116070;116090
07.11.2018;116090;116140;116040;116040
07.11.2018;116060;116120;116060;116100
07.11.2018;116110;116150;116080;116130
07.11.2018;116130;116170;116120;116130
07.11.2018;116140;116150;116060;116080
07.11.2018;116080;116080;116030;116060
07.11.2018;116060;116090;116040;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116040;116040;115970;115980
07.11.2018;115970;115990;115900;115940
07.11.2018;115940;116010;115930;115990
07.11.2018;115990;115990;115970;115980
07.11.2018;115970;115980;115920;115960
07.11.2018;115960;116020;115950;116020
07.11.2018;116010;116010;115980;116000
07.11.2018;116000;116010;115940;115950
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115980;115900;115970
07.11.2018;115970;116020;115970;116010
07.11.2018;116010;116030;115970;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116030;115980;115980
07.11.2018;115990;116010;115980;116000
07.11.2018;116000;116010;115970;116010
07.11.2018;116020;116020;115980;115990
07.11.2018;115990;116000;115940;115950
07.11.2018;115950;116060;115950;116050
07.11.2018;116050;116110;116040;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116040;116060;116040;116060
07.11.2018;116070;116080;116020;116050
07.11.2018;116050;116070;116040;116050
07.11.2018;116050;116090;116040;116080
07.11.2018;116090;116090;116050;116060
07.11.2018;116070;116070;116050;116060
07.11.2018;116070;116080;116050;116080
07.11.2018;116070;116080;116030;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116030;116060;115980;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116030;116070;116030;116050
07.11.2018;116060;116100;116020;116030
07.11.2018;116030;116030;116010;116020
07.11.2018;116010;116030;115990;116010
07.11.2018;116000;116020;115990;116020
07.11.2018;116010;116040;116010;116010
07.11.2018;116020;116020;115960;115990
07.11.2018;115990;116010;115960;115990
07.11.2018;115980;116000;115920;115930
07.11.2018;115940;115980;115920;115970
07.11.2018;115960;115960;115900;115900
07.11.2018;115900;115960;115850;115940
07.11.2018;115940;115960;115920;115950
07.11.2018;115940;115990;115900;115940
07.11.2018;115940;115950;115850;115870
07.11.2018;115870;115900;115810;115860
07.11.2018;115850;115880;115800;115800
07.11.2018;115800;115840;115730;115740
07.11.2018;115740;115760;115740;115760
07.11.2018;115750;115780;115740;115750
07.11.2018;115750;115760;115700;115730
07.11.2018;115740;115740;115700;115730
07.11.2018;115730;115760;115720;115720
07.11.2018;115720;115720;115610;115660
07.11.2018;115640;115650;115570;115610
07.11.2018;115600;115660;115590;115630
07.11.2018;115640;115650;115600;115620
07.11.2018;115600;115630;115550;115620
07.11.2018;115630;115630;115560;115600
07.11.2018;115600;115600;115520;115560
07.11.2018;115560;115570;115520;115550
07.11.2018;115550;115550;115520;115530
07.11.2018;115520;115610;115490;115590
07.11.2018;115600;115620;115580;115600
07.11.2018;115600;115650;115580;115630
07.11.2018;115640;115650;115600;115640
07.11.2018;115640;115660;115600;115620
07.11.2018;115630;115640;115580;115610
07.11.2018;115610;115730;115600;115720
07.11.2018;115720;115800;115710;115770
07.11.2018;115790;115800;115740;115790
07.11.2018;115790;115800;115730;115750
07.11.2018;115750;115770;115710;115730
07.11.2018;115720;115770;115720;115760
07.11.2018;115760;115900;115760;115830
07.11.2018;115830;115830;115770;115790
07.11.2018;115780;115830;115770;115810
07.11.2018;115820;115840;115800;115800
07.11.2018;115800;115810;115720;115730
07.11.2018;115720;115780;115720;115770
07.11.2018;115770;115770;115740;115750
07.11.2018;115760;115770;115740;115760
07.11.2018;115760;115760;115700;115700
07.11.2018;115700;115730;115660;115720
07.11.2018;115720;115770;115690;115750
07.11.2018;115750;115770;115710;115750
07.11.2018;115740;115800;115730;115770
07.11.2018;115780;115800;115760;115780
07.11.2018;115780;115800;115770;115790
07.11.2018;115790;115850;115780;115790
07.11.2018;115800;115810;115780;115800
07.11.2018;115790;115790;115750;115760
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115780;115730;115770
07.11.2018;115770;115800;115740;115760
07.11.2018;115760;115760;115710;115720
07.11.2018;115730;115790;115720;115740
07.11.2018;115730;115770;115730;115760
07.11.2018;115750;115760;115720;115750
07.11.2018;115750;115760;115740;115750
07.11.2018;115760;115780;115740;115780
07.11.2018;115770;115790;115770;115770
07.11.2018;115770;115860;115760;115840
07.11.2018;115830;115870;115780;115800
07.11.2018;115800;115820;115790;115790
07.11.2018;115790;115800;115750;115770
07.11.2018;115770;115780;115730;115730
07.11.2018;115740;115750;115700;115710
07.11.2018;115720;115770;115720;115750
07.11.2018;115760;115780;115750;115770
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115750;115670;115670
07.11.2018;115670;115710;115660;115660
07.11.2018;115670;115750;115650;115740
07.11.2018;115740;115750;115680;115700
07.11.2018;115680;115680;115600;115660
07.11.2018;115660;115720;115630;115690
07.11.2018;115700;115710;115670;115670
07.11.2018;115690;115700;115670;115700
07.11.2018;115690;115700;115650;115650
07.11.2018;115640;115750;115640;115700
07.11.2018;115710;115790;115700;115770
07.11.2018;115760;115780;115730;115780
07.11.2018;115780;115790;115730;115730
07.11.2018;115730;115730;115660;115660
07.11.2018;115660;115690;115620;115630
07.11.2018;115630;115660;115590;115590
07.11.2018;115590;115600;115520;115540
07.11.2018;115540;115600;115530;115560
07.11.2018;115560;115560;115510;115540
07.11.2018;115530;115610;115520;115610
07.11.2018;115610;115680;115580;115670
07.11.2018;115670;115690;115640;115690
07.11.2018;115670;115690;115660;115660
07.11.2018;115660;115710;115650;115700
07.11.2018;115700;115700;115650;115650
07.11.2018;115650;115700;115630;115700
07.11.2018;115700;115780;115690;115750
07.11.2018;115760;115780;115690;115700
07.11.2018;115700;115700;115640;115680
07.11.2018;115680;115700;115670;115690
07.11.2018;115690;115710;115660;115690
07.11.2018;115680;115730;115640;115720
07.11.2018;115710;115710;115670;115670
07.11.2018;115670;115710;115660;115670
07.11.2018;115680;115740;115670;115710
07.11.2018;115720;115740;115710;115710
07.11.2018;115710;115770;115710;115750
07.11.2018;115760;115770;115710;115730
07.11.2018;115740;115780;115730;115760
07.11.2018;115750;115800;115750;115800
07.11.2018;115800;115820;115760;115760
07.11.2018;115780;115840;115760;115830
07.11.2018;115830;115930;115820;115860
07.11.2018;115870;115950;115860;115920
07.11.2018;115920;115940;115900;115930
07.11.2018;115930;115960;115890;115910
07.11.2018;115910;116010;115910;115970
07.11.2018;115980;116050;115970;116050
07.11.2018;116030;116050;115930;115960
07.11.2018;115970;116040;115960;116030
07.11.2018;116040;116170;116020;116130
07.11.2018;116150;116230;116130;116180
07.11.2018;116170;116180;116070;116070
07.11.2018;116080;116160;116080;116130
07.11.2018;116130;116170;116120;116140
07.11.2018;116160;116170;116110;116130
07.11.2018;116130;116140;116070;116100
07.11.2018;116090;116170;116080;116150
07.11.2018;116150;116180;116120;116150
07.11.2018;116140;116140;116070;116100
07.11.2018;116100;116150;116090;116110
07.11.2018;116130;116200;116120;116180
07.11.2018;116180;116190;116100;116100
07.11.2018;116120;116120;116050;116050
07.11.2018;116050;116080;115980;115990
07.11.2018;115990;116050;115980;116030
07.11.2018;116020;116040;115970;116000
07.11.2018;116000;116020;115980;115990
07.11.2018;115990;116000;115880;115930
07.11.2018;115920;115970;115880;115890
07.11.2018;115890;115890;115820;115850
07.11.2018;115860;115890;115840;115880
07.11.2018;115880;115930;115870;115920
07.11.2018;115920;115950;115910;115930
07.11.2018;115930;115940;115880;115930
07.11.2018;115940;115950;115850;115870
07.11.2018;115860;115970;115850;115970
07.11.2018;115970;116040;115970;116000
07.11.2018;116000;116050;115980;116030
07.11.2018;116040;116040;115900;115910
07.11.2018;115900;115940;115780;115800
07.11.2018;115780;115840;115730;115810
07.11.2018;115820;115860;115790;115850
07.11.2018;115850;115920;115840;115900
07.11.2018;115910;115980;115910;115940
07.11.2018;115930;116000;115900;116000
07.11.2018;116010;116050;115920;115930
07.11.2018;115920;115990;115920;115930
07.11.2018;115930;115980;115920;115970
07.11.2018;115970;116000;115960;115990
07.11.2018;115990;116000;115960;115970
07.11.2018;115960;115960;115890;115920
07.11.2018;115930;116000;115920;115970
07.11.2018;115980;116010;115870;115880
07.11.2018;115880;115890;115810;115850
07.11.2018;115850;115860;115770;115800
07.11.2018;115810;115840;115770;115810
07.11.2018;115820;115830;115760;115830
07.11.2018;115830;115870;115810;115830
07.11.2018;115810;115830;115780;115830
07.11.2018;115830;115880;115820;115880
07.11.2018;115880;115880;115830;115850
07.11.2018;115850;115870;115830;115840
07.11.2018;115840;115850;115830;115830
07.11.2018;115830;115860;115810;115860
07.11.2018;115860;115930;115840;115900
07.11.2018;115900;115980;115840;115880
07.11.2018;115880;115880;115780;115800
07.11.2018;115790;115820;115740;115800
07.11.2018;115790;115880;115790;115860
07.11.2018;115860;115940;115860;115910
07.11.2018;115910;116090;115900;116060
07.11.2018;116080;116120;116030;116080
07.11.2018;116080;116140;116060;116120
07.11.2018;116130;116170;116090;116130
07.11.2018;116110;116120;116060;116070
07.11.2018;116060;116080;115990;116070
07.11.2018;116050;116080;116010;116010
07.11.2018;116030;116040;115980;116010
07.11.2018;116010;116070;115970;116060
07.11.2018;116080;116100;116030;116040
07.11.2018;115980;115980;115770;115910
07.11.2018;115910;115970;115890;115960
07.11.2018;115950;115950;115850;115920
07.11.2018;115910;115910;115870;115900
07.11.2018;115890;115930;115880;115920
07.11.2018;115920;115960;115900;115940
07.11.2018;115930;115930;115850;115870
07.11.2018;115870;115960;115860;115950
07.11.2018;115950;116000;115940;115970
07.11.2018;115970;115970;115930;115950
07.11.2018;115950;115990;115920;115930
07.11.2018;115920;115960;115920;115950
07.11.2018;115950;116020;115950;115980
07.11.2018;115980;116000;115960;115960
07.11.2018;115960;116030;115950;116020
07.11.2018;116020;116110;115970;116040
07.11.2018;116030;116080;116010;116060
07.11.2018;116060;116110;116030;116040
07.11.2018;116050;116080;116010;116010
07.11.2018;116010;116040;115990;116030
07.11.2018;116020;116040;115910;115910
07.11.2018;115930;115960;115910;115930
07.11.2018;115930;115950;115910;115930
07.11.2018;115940;115960;115900;115920
07.11.2018;115910;115940;115900;115930
07.11.2018;115930;115980;115910;115960
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115930;115900;115920
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115970;115950;115950
07.11.2018;115960;116000;115950;115970
07.11.2018;115990;116030;115990;116000
07.11.2018;116000;116020;115960;115960
07.11.2018;115960;116010;115920;115920
07.11.2018;115930;115970;115920;115950
07.11.2018;115950;115960;115910;115940
07.11.2018;115950;116020;115950;116000
07.11.2018;116000;116030;115970;116000
07.11.2018;116010;116050;116010;116030
07.11.2018;116040;116110;116030;116080
07.11.2018;116080;116110;116040;116050
07.11.2018;116060;116100;116040;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116060;116070;116030;116060
07.11.2018;116060;116080;115990;116030
07.11.2018;116030;116030;115990;115990
07.11.2018;115990;116100;115990;116080
07.11.2018;116080;116090;116030;116080
07.11.2018;116070;116070;116020;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116060;116010;116020
07.11.2018;116020;116060;116020;116050
07.11.2018;116050;116060;116020;116020
07.11.2018;116040;116050;116040;116040
07.11.2018;116050;116110;116040;116100
07.11.2018;116100;116130;116080;116120
07.11.2018;116110;116140;116110;116120
07.11.2018;116120;116140;116090;116090
07.11.2018;116090;116120;116070;116120
07.11.2018;116120;116150;116090;116100
07.11.2018;116100;116110;116050;116080
07.11.2018;116050;116090;116050;116060
07.11.2018;116060;116060;116020;116020
07.11.2018;116030;116040;115990;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116090;116050;116070
07.11.2018;116080;116100;116070;116070
07.11.2018;116060;116060;116010;116030
07.11.2018;116040;116080;116040;116040
07.11.2018;116030;116040;115990;116010
07.11.2018;116010;116010;115930;115930
07.11.2018;115930;115950;115900;115930
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115980;115940;115970
07.11.2018;115940;115950;115920;115930
07.11.2018;115930;115950;115920;115950
07.11.2018;115960;115970;115940;115950
07.11.2018;115950;115950;115910;115910
07.11.2018;115920;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115920;115940;115920;115940
07.11.2018;115940;115940;115920;115940
07.11.2018;115930;115950;115910;115950
07.11.2018;115950;115950;115930;115940
07.11.2018;115940;115940;115930;115940
07.11.2018;115940;115970;115930;115940
07.11.2018;115950;115960;115920;115940
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115960;115970
07.11.2018;115970;116010;115960;116010
07.11.2018;116020;116030;115990;115990
07.11.2018;115990;116010;115990;116010
07.11.2018;116010;116030;116000;116030
07.11.2018;116040;116050;116020;116030
07.11.2018;116040;116050;116030;116040
07.11.2018;116030;116040;116000;116000
07.11.2018;116000;116000;115980;115980
07.11.2018;115980;115980;115960;115980
07.11.2018;115980;116020;115980;115990
07.11.2018;115990;116040;115990;116030
07.11.2018;116040;116050;116010;116040
07.11.2018;116030;116050;116020;116030
07.11.2018;116040;116040;116000;116010
07.11.2018;116000;116000;115980;115980
07.11.2018;115990;116020;115990;116010
07.11.2018;116010;116010;115990;116000
07.11.2018;115990;116000;115990;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116030;116060;116020;116050
07.11.2018;116050;116090;116040;116040
07.11.2018;116040;116070;116040;116050
07.11.2018;116060;116060;116040;116050
07.11.2018;116040;116050;116040;116050
07.11.2018;116040;116090;116040;116070
07.11.2018;116080;116090;116060;116070
07.11.2018;116070;116070;116050;116050
07.11.2018;116060;116080;116060;116070
07.11.2018;116060;116060;116040;116040
07.11.2018;116050;116070;116030;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116080;116030;116040
07.11.2018;116050;116050;116020;116050
07.11.2018;116050;116050;116030;116030
07.11.2018;116040;116040;116020;116020
07.11.2018;116030;116040;115990;115990
07.11.2018;115990;116020;115990;116010
07.11.2018;116020;116020;116000;116000
07.11.2018;116000;116000;115980;115990
07.11.2018;116000;116030;115990;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116040;116010;116020
07.11.2018;116030;116060;116030;116060
07.11.2018;116040;116060;116040;116050
07.11.2018;116060;116090;116060;116080
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116080;116030;116040
07.11.2018;116070;116100;116070;116100
07.11.2018;116100;116120;116090;116100
07.11.2018;116090;116100;116050;116080
07.11.2018;116080;116120;116080;116100
07.11.2018;116100;116120;116100;116120
07.11.2018;116110;116120;116090;116110
07.11.2018;116120;116140;116110;116120
07.11.2018;116110;116120;116080;116080
07.11.2018;116080;116120;116070;116120
07.11.2018;116120;116170;116110;116130
07.11.2018;116130;116150;116130;116140
07.11.2018;116140;116160;116120;116140
07.11.2018;116140;116140;116110;116130
07.11.2018;116140;116150;116080;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116070;116080;116060;116060
07.11.2018;116070;116090;116060;116060
07.11.2018;116050;116080;116050;116060
07.11.2018;116060;116070;116050;116060
07.11.2018;116060;116080;116050;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116080;116060;116080
07.11.2018;116080;116080;116060;116060
07.11.2018;116070;116080;116060;116070
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116070;116040;116040
07.11.2018;116040;116050;116020;116040
07.11.2018;116040;116090;116040;116090
07.11.2018;116070;116070;116020;116030
07.11.2018;116020;116060;116020;116060
07.11.2018;116020;116030;115940;115960
07.11.2018;115960;115990;115950;115990
07.11.2018;115980;115980;115950;115960
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115940;115990
07.11.2018;115990;116010;115980;116010
07.11.2018;116000;116010;115980;116000
07.11.2018;116000;116030;116000;116030
07.11.2018;116010;116050;116000;116020
07.11.2018;116020;116030;116010;116010
07.11.2018;116030;116040;116000;116020
07.11.2018;116010;116020;115990;116010
07.11.2018;116010;116010;115990;115990
07.11.2018;116010;116030;116000;116010
07.11.2018;116030;116040;116010;116030
07.11.2018;116040;116040;116030;116040
07.11.2018;116030;116050;116020;116040
07.11.2018;116040;116060;116030;116040
07.11.2018;116050;116070;116040;116070
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116090;116050;116050
07.11.2018;116050;116130;116050;116130
07.11.2018;116120;116130;116110;116120
07.11.2018;116120;116130;116100;116120
07.11.2018;116130;116130;116090;116100
07.11.2018;116090;116120;116080;116090
07.11.2018;116080;116100;116070;116090
07.11.2018;116100;116110;116080;116080
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116060;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116050;116070;116050;116060
07.11.2018;116060;116070;116020;116030
07.11.2018;116020;116040;116000;116020
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116060;116020;116030
07.11.2018;116020;116040;116020;116030
07.11.2018;116030;116040;116030;116040
07.11.2018;116040;116070;116030;116050
07.11.2018;116060;116090;116060;116070
07.11.2018;116070;116070;116060;116070
07.11.2018;116060;116080;116060;116070
07.11.2018;116080;116100;116070;116090
07.11.2018;116090;116110;116070;116070
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116040;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116100;116050;116090
07.11.2018;116100;116110;116090;116100
07.11.2018;116100;116160;116100;116140
07.11.2018;116140;116160;116120;116120
07.11.2018;116110;116120;116100;116110
07.11.2018;116110;116120;116110;116110
07.11.2018;116120;116140;116120;116130
07.11.2018;116130;116150;116130;116130
07.11.2018;116130;116150;116110;116120
07.11.2018;116120;116130;116110;116130
07.11.2018;116120;116140;116100;116110
07.11.2018;116100;116110;116090;116110
07.11.2018;116120;116130;116090;116090
07.11.2018;116090;116130;116090;116120
07.11.2018;116120;116190;116110;116180
07.11.2018;116160;116180;116150;116150
07.11.2018;116170;116180;116150;116150
07.11.2018;116150;116200;116150;116180
07.11.2018;116190;116390;116170;116280
07.11.2018;116280;116290;116260;116260
07.11.2018;116260;116270;116240;116250
07.11.2018;116260;116300;116220;116230
07.11.2018;116240;116270;116210;116270
07.11.2018;116270;116280;116240;116250
07.11.2018;116250;116250;116210;116230
07.11.2018;116230;116240;116220;116240
07.11.2018;116230;116250;116220;116240
07.11.2018;116230;116230;116220;116230
07.11.2018;116220;116230;116180;116200
07.11.2018;116210;116220;116180;116200
07.11.2018;116190;116190;116160;116180
07.11.2018;116180;116200;116180;116180
07.11.2018;116170;116200;116150;116170
07.11.2018;116160;116190;116160;116170
07.11.2018;116160;116170;116110;116140
07.11.2018;116130;116150;116130;116150
07.11.2018;116150;116210;116150;116210
07.11.2018;116210;116210;116180;116210
07.11.2018;116200;116210;116190;116210
07.11.2018;116190;116210;116180;116180
07.11.2018;116190;116210;116170;116210
07.11.2018;116200;116200;116190;116190
07.11.2018;116180;116180;116120;116160
07.11.2018;116160;116160;116120;116130
07.11.2018;116130;116150;116050;116060
07.11.2018;116060;116080;116060;116060
07.11.2018;116070;116080;116030;116050
07.11.2018;116040;116060;116020;116030
07.11.2018;116030;116090;116020;116090
07.11.2018;116090;116120;116070;116100
07.11.2018;116110;116110;116080;116080
07.11.2018;116080;116100;116060;116070
07.11.2018;116070;116090;116050;116090
07.11.2018;116090;116100;116060;116070
07.11.2018;116070;116070;116030;116060
07.11.2018;116070;116090;116060;116080
07.11.2018;116080;116080;116020;116020
07.11.2018;116020;116050;116020;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116020;116000;116010
07.11.2018;116000;116010;115930;115930
07.11.2018;115930;115960;115910;115960
07.11.2018;115950;115960;115930;115940
07.11.2018;115930;115960;115930;115930
07.11.2018;115940;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115910;115920;115900;115920
07.11.2018;115900;115930;115900;115920
07.11.2018;115910;115910;115870;115880
07.11.2018;115890;115900;115890;115900
07.11.2018;115890;115900;115870;115880
07.11.2018;115880;116000;115870;115980
08.11.2018;115980;116350;115980;116090
08.11.2018;116100;116160;116030;116110
08.11.2018;116110;116140;115950;116060
08.11.2018;116060;116070;115850;115860
08.11.2018;115860;115910;115770;115890
08.11.2018;115890;115890;115720;115750
08.11.2018;115750;115800;115710;115760
